,0
5598,15
5599,260
5600,54
5601,-1
5602,-1
5603,15
5604,54
5605,-1
5606,209
5607,-1
5608,15
5609,260
5610,54
5611,-1
5612,128
5613,15
5614,50
5615,54
5616,243
5617,-1
5618,149
5619,15
5620,260
5621,-1
5622,-1
5623,-1
5624,149
5625,15
5626,-1
5627,54
5628,-1
5629,39
5630,15
5631,175
5632,54
5633,-1
5634,186
5635,149
5636,15
5637,-1
5638,54
5639,-1
5640,-1
5641,-1
5642,15
5643,-1
5644,54
5645,-1
5646,-1
5647,149
5648,15
5649,-1
5650,54
5651,222
5652,-1
5653,149
5654,15
5655,260
5656,118
5657,209
5658,100
5659,15
5660,-1
5661,-1
5662,239
5663,235
5664,149
5665,260
5666,30
5667,-1
5668,224
5669,149
5670,260
5671,54
5672,-1
5673,-1
5674,149
5675,15
5676,260
5677,54
5678,233
5679,209
5680,149
5681,194
5682,54
5683,-1
5684,236
5685,149
5686,260
5687,54
5688,-1
5689,74
5690,83
5691,15
5692,212
5693,44
5694,-1
5695,54
5696,147
5697,15
5698,260
5699,54
5700,-1
5701,209
5702,149
5703,15
5704,54
5705,-1
5706,209
5707,15
5708,260
5709,54
5710,158
5711,209
5712,14
5713,260
5714,180
5715,209
5716,149
5717,15
5718,54
5719,243
5720,236
5721,149
5722,15
5723,260
5724,54
5725,42
5726,114
5727,79
5728,15
5729,54
5730,-1
5731,132
5732,35
5733,15
5734,212
5735,200
5736,-1
5737,149
5738,260
5739,54
5740,-1
5741,235
5742,149
5743,15
5744,260
5745,54
5746,227
5747,-1
5748,149
5749,15
5750,260
5751,54
5752,-1
5753,19
5754,-1
5755,15
5756,260
5757,54
5758,176
5759,235
5760,15
5761,54
5762,-1
5763,-1
5764,117
5765,15
5766,260
5767,47
5768,-1
5769,209
5770,149
5771,15
5772,260
5773,54
5774,-1
5775,-1
5776,150
5777,15
5778,54
5779,-1
5780,-1
5781,149
5782,15
5783,260
5784,54
5785,209
5786,149
5787,15
5788,260
5789,54
5790,-1
5791,-1
5792,15
5793,260
5794,-1
5795,209
5796,15
5797,260
5798,54
5799,222
5800,134
5801,100
5802,15
5803,189
5804,54
5805,-1
5806,-1
5807,149
5808,15
5809,260
5810,54
5811,-1
5812,235
5813,149
5814,15
5815,260
5816,54
5817,-1
5818,-1
5819,-1
5820,15
5821,260
5822,54
5823,136
5824,-1
5825,-1
5826,15
5827,194
5828,54
5829,-1
5830,-1
5831,149
5832,15
5833,260
5834,54
5835,239
5836,-1
5837,149
5838,15
5839,260
5840,54
5841,-1
5842,-1
5843,149
5844,15
5845,-1
5846,42
5847,-1
5848,-1
5849,15
5850,45
5851,54
5852,-1
5853,-1
5854,15
5855,106
5856,54
5857,-1
5858,65
5859,149
5860,15
5861,260
5862,54
5863,70
5864,209
5865,15
5866,260
5867,54
5868,-1
5869,-1
5870,149
5871,15
5872,234
5873,54
5874,-1
5875,236
5876,149
5877,15
5878,54
5879,-1
5880,186
5881,149
5882,15
5883,54
5884,72
5885,100
5886,15
5887,-1
5888,54
5889,-1
5890,132
5891,149
5892,105
5893,235
5894,149
5895,15
5896,185
5897,54
5898,-1
5899,235
5900,149
5901,15
5902,260
5903,44
5904,-1
5905,15
5906,44
5907,54
5908,119
5909,54
5910,149
5911,15
5912,260
5913,54
5914,239
5915,209
5916,15
5917,260
5918,54
5919,-1
5920,209
5921,149
5922,15
5923,60
5924,54
5925,157
5926,-1
5927,79
5928,15
5929,-1
5930,221
5931,-1
5932,149
5933,15
5934,260
5935,54
5936,243
5937,-1
5938,-1
5939,15
5940,260
5941,54
5942,4
5943,-1
5944,117
5945,15
5946,-1
5947,54
5948,243
5949,149
5950,15
5951,260
5952,54
5953,-1
5954,149
5955,15
5956,260
5957,54
5958,239
5959,115
5960,149
5961,15
5962,260
5963,-1
5964,-1
5965,147
5966,260
5967,-1
5968,209
5969,13
5970,15
5971,217
5972,54
5973,180
5974,115
5975,149
5976,15
5977,260
5978,54
5979,-1
5980,-1
5981,-1
5982,15
5983,260
5984,54
5985,-1
5986,-1
5987,149
5988,15
5989,260
5990,54
5991,176
5992,224
5993,149
5994,15
5995,260
5996,54
5997,243
5998,-1
5999,149
6000,15
6001,260
6002,54
6003,205
6004,209
6005,149
6006,15
6007,260
6008,54
6009,239
6010,-1
6011,149
6012,15
6013,54
6014,239
6015,-1
6016,149
6017,15
6018,260
6019,54
6020,239
6021,224
6022,152
6023,54
6024,186
6025,149
6026,15
6027,260
6028,54
6029,239
6030,-1
6031,149
6032,15
6033,260
6034,54
6035,-1
6036,-1
6037,149
6038,54
6039,111
6040,-1
6041,149
6042,15
6043,217
6044,54
6045,-1
6046,-1
6047,83
6048,54
6049,-1
6050,-1
6051,149
6052,15
6053,260
6054,54
6055,136
6056,235
6057,149
6058,15
6059,260
6060,54
6061,-1
6062,209
6063,149
6064,185
6065,54
6066,188
6067,209
6068,83
6069,15
6070,260
6071,54
6072,118
6073,-1
6074,149
6075,15
6076,260
6077,54
6078,24
6079,-1
6080,149
6081,15
6082,260
6083,54
6084,-1
6085,-1
6086,149
6087,15
6088,260
6089,54
6090,75
6091,209
6092,149
6093,15
6094,228
6095,54
6096,222
6097,209
6098,149
6099,15
6100,260
6101,54
6102,222
6103,-1
6104,149
6105,15
6106,260
6107,54
6108,200
6109,-1
6110,149
6111,260
6112,54
6113,13
6114,-1
6115,149
6116,15
6117,220
6118,54
6119,222
6120,209
6121,149
6122,15
6123,-1
6124,54
6125,30
6126,209
6127,149
6128,15
6129,260
6130,54
6131,-1
6132,149
6133,15
6134,260
6135,54
6136,243
6137,-1
6138,149
6139,15
6140,54
6141,-1
6142,209
6143,149
6144,15
6145,74
6146,54
6147,221
6148,209
6149,149
6150,15
6151,260
6152,54
6153,239
6154,235
6155,149
6156,15
6157,189
6158,54
6159,-1
6160,235
6161,128
6162,15
6163,54
6164,-1
6165,235
6166,149
6167,15
6168,260
6169,54
6170,-1
6171,235
6172,149
6173,15
6174,54
6175,93
6176,-1
6177,15
6178,228
6179,54
6180,-1
6181,-1
6182,6
6183,15
6184,117
6185,54
6186,149
6187,65
6188,239
6189,235
6190,149
6191,260
6192,54
6193,149
6194,15
6195,260
6196,54
6197,93
6198,-1
6199,149
6200,15
6201,260
6202,54
6203,222
6204,101
6205,15
6206,260
6207,54
6208,-1
6209,209
6210,149
6211,15
6212,54
6213,209
6214,149
6215,15
6216,260
6217,54
6218,158
6219,83
6220,149
6221,15
6222,-1
6223,-1
6224,149
6225,15
6226,260
6227,54
6228,176
6229,-1
6230,149
6231,260
6232,54
6233,-1
6234,209
6235,149
6236,84
6237,54
6238,176
6239,-1
6240,149
6241,260
6242,54
6243,171
6244,-1
6245,15
6246,189
6247,19
6248,111
6249,-1
6250,105
6251,15
6252,260
6253,8
6254,-1
6255,24
6256,15
6257,217
6258,54
6259,-1
6260,149
6261,15
6262,54
6263,171
6264,-1
6265,149
6266,15
6267,-1
6268,-1
6269,149
6270,15
6271,260
6272,54
6273,-1
6274,79
6275,15
6276,212
6277,-1
6278,209
6279,149
6280,15
6281,175
6282,54
6283,35
6284,-1
6285,149
6286,15
6287,100
6288,54
6289,93
6290,209
6291,15
6292,260
6293,54
6294,164
6295,209
6296,149
6297,15
6298,260
6299,54
6300,191
6301,209
6302,149
6303,15
6304,260
6305,54
6306,-1
6307,209
6308,149
6309,15
6310,261
6311,54
6312,239
6313,235
6314,149
6315,15
6316,260
6317,54
6318,188
6319,236
6320,149
6321,15
6322,194
6323,54
6324,-1
6325,235
6326,15
6327,260
6328,54
6329,35
6330,-1
6331,149
6332,15
6333,260
6334,54
6335,-1
6336,-1
6337,149
6338,15
6339,260
6340,54
6341,-1
6342,149
6343,15
6344,260
6345,54
6346,222
6347,209
6348,149
6349,15
6350,106
6351,54
6352,-1
6353,235
6354,149
6355,15
6356,260
6357,54
6358,200
6359,209
6360,149
6361,15
6362,260
6363,54
6364,27
6365,149
6366,15
6367,105
6368,54
6369,191
6370,-1
6371,-1
6372,15
6373,260
6374,54
6375,-1
6376,-1
6377,79
6378,15
6379,69
6380,-1
6381,-1
6382,149
6383,15
6384,260
6385,54
6386,239
6387,235
6388,149
6389,15
6390,54
6391,235
6392,149
6393,15
6394,-1
6395,54
6396,118
6397,15
6398,260
6399,54
6400,210
6401,235
6402,149
6403,15
6404,260
6405,54
6406,118
6407,209
6408,149
6409,15
6410,260
6411,54
6412,-1
6413,-1
6414,149
6415,15
6416,189
6417,54
6418,-1
6419,235
6420,15
6421,215
6422,54
6423,44
6424,149
6425,15
6426,54
6427,157
6428,236
6429,149
6430,15
6431,260
6432,164
6433,-1
6434,74
6435,15
6436,201
6437,54
6438,-1
6439,209
6440,149
6441,15
6442,212
6443,54
6444,70
6445,-1
6446,-1
6447,15
6448,260
6449,54
6450,-1
6451,235
6452,149
6453,15
6454,260
6455,54
6456,47
6457,209
6458,149
6459,15
6460,260
6461,54
6462,209
6463,149
6464,15
6465,260
6466,54
6467,192
6468,209
6469,149
6470,15
6471,54
6472,-1
6473,209
6474,74
6475,-1
6476,54
6477,-1
6478,235
6479,149
6480,15
6481,260
6482,54
6483,235
6484,15
6485,155
6486,54
6487,243
6488,209
6489,149
6490,15
6491,260
6492,54
6493,226
6494,-1
6495,149
6496,15
6497,260
6498,40
6499,-1
6500,39
6501,149
6502,15
6503,260
6504,13
6505,-1
6506,236
6507,149
6508,15
6509,260
6510,-1
6511,209
6512,149
6513,260
6514,54
6515,-1
6516,209
6517,149
6518,15
6519,260
6520,54
6521,239
6522,-1
6523,149
6524,15
6525,260
6526,54
6527,35
6528,-1
6529,10
6530,27
6531,54
6532,149
6533,15
6534,260
6535,54
6536,-1
6537,50
6538,17
6539,15
6540,260
6541,54
6542,90
6543,-1
6544,-1
6545,15
6546,-1
6547,54
6548,-1
6549,235
6550,149
6551,15
6552,54
6553,243
6554,-1
6555,149
6556,15
6557,260
6558,54
6559,226
6560,149
6561,15
6562,260
6563,54
6564,-1
6565,-1
6566,149
6567,15
6568,260
6569,54
6570,209
6571,150
6572,15
6573,54
6574,136
6575,209
6576,149
6577,15
6578,260
6579,54
6580,-1
6581,-1
6582,-1
6583,65
6584,54
6585,-1
6586,-1
6587,149
6588,15
6589,260
6590,54
6591,-1
6592,145
6593,-1
6594,15
6595,83
6596,233
6597,149
6598,15
6599,260
6600,54
6601,200
6602,235
6603,47
6604,260
6605,-1
6606,209
6607,149
6608,15
6609,260
6610,54
6611,243
6612,149
6613,15
6614,260
6615,54
6616,239
6617,235
6618,149
6619,15
6620,54
6621,72
6622,209
6623,149
6624,15
6625,260
6626,54
6627,239
6628,235
6629,149
6630,15
6631,260
6632,54
6633,188
6634,-1
6635,149
6636,15
6637,260
6638,54
6639,90
6640,-1
6641,149
6642,15
6643,260
6644,54
6645,243
6646,-1
6647,149
6648,15
6649,260
6650,54
6651,222
6652,209
6653,149
6654,15
6655,60
6656,54
6657,136
6658,-1
6659,-1
6660,15
6661,54
6662,-1
6663,149
6664,15
6665,-1
6666,54
6667,239
6668,235
6669,-1
6670,15
6671,260
6672,54
6673,-1
6674,-1
6675,-1
6676,15
6677,-1
6678,54
6679,243
6680,-1
6681,149
6682,15
6683,260
6684,-1
6685,235
6686,117
6687,15
6688,260
6689,-1
6690,70
6691,149
6692,15
6693,-1
6694,54
6695,164
6696,149
6697,60
6698,54
6699,-1
6700,209
6701,149
6702,15
6703,260
6704,54
6705,-1
6706,-1
6707,149
6708,15
6709,260
6710,-1
6711,235
6712,149
6713,15
6714,260
6715,54
6716,176
6717,129
6718,149
6719,15
6720,260
6721,54
6722,226
6723,99
6724,21
6725,54
6726,239
6727,235
6728,149
6729,15
6730,260
6731,54
6732,176
6733,235
6734,149
6735,15
6736,260
6737,54
6738,-1
6739,209
6740,149
6741,15
6742,260
6743,54
6744,-1
6745,89
6746,15
6747,45
6748,54
6749,239
6750,-1
6751,149
6752,15
6753,215
6754,54
6755,90
6756,235
6757,149
6758,-1
6759,54
6760,-1
6761,209
6762,-1
6763,15
6764,-1
6765,54
6766,45
6767,-1
6768,-1
6769,15
6770,74
6771,54
6772,90
6773,209
6774,149
6775,260
6776,54
6777,-1
6778,235
6779,149
6780,15
6781,260
6782,54
6783,214
6784,235
6785,149
6786,15
6787,260
6788,54
6789,221
6790,-1
6791,149
6792,15
6793,260
6794,54
6795,235
6796,-1
6797,15
6798,260
6799,54
6800,227
6801,-1
6802,-1
6803,15
6804,54
6805,-1
6806,209
6807,147
6808,-1
6809,54
6810,239
6811,-1
6812,149
6813,15
6814,260
6815,54
6816,-1
6817,209
6818,185
6819,54
6820,-1
6821,235
6822,149
6823,15
6824,260
6825,54
6826,-1
6827,209
6828,149
6829,15
6830,260
6831,54
6832,26
6833,149
6834,15
6835,260
6836,54
6837,157
6838,209
6839,149
6840,15
6841,256
6842,54
6843,233
6844,235
6845,149
6846,15
6847,260
6848,54
6849,-1
6850,-1
6851,260
6852,227
6853,-1
6854,149
6855,15
6856,260
6857,54
6858,-1
6859,145
6860,15
6861,260
6862,-1
6863,235
6864,149
6865,15
6866,54
6867,-1
6868,149
6869,15
6870,260
6871,54
6872,-1
6873,186
6874,149
6875,15
6876,248
6877,54
6878,-1
6879,-1
6880,149
6881,15
6882,185
6883,54
6884,-1
6885,-1
6886,149
6887,260
6888,39
6889,209
6890,149
6891,15
6892,260
6893,54
6894,239
6895,-1
6896,84
6897,15
6898,61
6899,54
6900,239
6901,209
6902,149
6903,15
6904,260
6905,54
6906,-1
6907,236
6908,149
6909,15
6910,260
6911,54
6912,239
6913,235
6914,149
6915,15
6916,-1
6917,54
6918,145
6919,60
6920,15
6921,260
6922,54
6923,243
6924,235
6925,260
6926,-1
6927,235
6928,69
6929,15
6930,-1
6931,54
6932,143
6933,-1
6934,149
6935,15
6936,260
6937,54
6938,239
6939,235
6940,149
6941,15
6942,260
6943,-1
6944,15
6945,215
6946,54
6947,47
6948,-1
6949,150
6950,-1
6951,54
6952,-1
6953,149
6954,15
6955,260
6956,54
6957,-1
6958,101
6959,149
6960,260
6961,54
6962,239
6963,235
6964,149
6965,15
6966,260
6967,54
6968,191
6969,-1
6970,24
6971,15
6972,260
6973,54
6974,-1
6975,149
6976,15
6977,260
6978,54
6979,-1
6980,209
6981,149
6982,15
6983,260
6984,-1
6985,117
6986,15
6987,260
6988,54
6989,-1
6990,149
6991,15
6992,54
6993,180
6994,209
6995,39
6996,260
6997,54
6998,179
6999,-1
7000,-1
7001,15
7002,212
7003,54
7004,-1
7005,235
7006,79
7007,15
7008,-1
7009,54
7010,-1
7011,15
7012,260
7013,54
7014,188
7015,-1
7016,149
7017,15
7018,74
7019,54
7020,224
7021,-1
7022,15
7023,260
7024,54
7025,239
7026,235
7027,149
7028,15
7029,260
7030,54
7031,239
7032,209
7033,149
7034,15
7035,260
7036,54
7037,209
7038,15
7039,54
7040,-1
7041,-1
7042,15
7043,260
7044,54
7045,-1
7046,209
7047,149
7048,15
7049,54
7050,233
7051,15
7052,54
7053,164
7054,69
7055,-1
7056,15
7057,54
7058,-1
7059,-1
7060,147
7061,15
7062,87
7063,54
7064,47
7065,-1
7066,44
7067,15
7068,95
7069,54
7070,-1
7071,149
7072,15
7073,54
7074,-1
7075,61
7076,149
7077,15
7078,8
7079,54
7080,-1
7081,209
7082,149
7083,15
7084,54
7085,-1
7086,235
7087,15
7088,54
7089,-1
7090,-1
7091,149
7092,15
7093,260
7094,54
7095,209
7096,15
7097,260
7098,200
7099,235
7100,149
7101,15
7102,260
7103,54
7104,13
7105,107
7106,15
7107,260
7108,54
7109,97
7110,107
7111,147
7112,15
7113,260
7114,54
7115,222
7116,209
7117,149
7118,15
7119,260
7120,54
7121,-1
7122,-1
7123,-1
7124,15
7125,260
7126,54
7127,214
7128,235
7129,149
7130,15
7131,260
7132,222
7133,209
7134,15
7135,215
7136,239
7137,-1
7138,149
7139,15
7140,260
7141,54
7142,-1
7143,-1
7144,149
7145,260
7146,54
7147,186
7148,100
7149,15
7150,260
7151,54
7152,47
7153,209
7154,149
7155,15
7156,260
7157,239
7158,-1
7159,149
7160,15
7161,260
7162,70
7163,107
7164,106
7165,15
7166,14
7167,-1
7168,149
7169,15
7170,260
7171,54
7172,118
7173,-1
7174,149
7175,15
7176,260
7177,54
7178,-1
7179,108
7180,149
7181,15
7182,260
7183,54
7184,-1
7185,-1
7186,105
7187,15
7188,260
7189,-1
7190,209
7191,-1
7192,15
7193,190
7194,54
7195,-1
7196,149
7197,15
7198,54
7199,235
7200,149
7201,15
7202,260
7203,54
7204,-1
7205,235
7206,-1
7207,15
7208,260
7209,54
7210,179
7211,149
7212,15
7213,95
7214,-1
7215,35
7216,147
7217,15
7218,-1
7219,54
7220,118
7221,-1
7222,149
7223,15
7224,260
7225,54
7226,-1
7227,235
7228,95
7229,15
7230,260
7231,54
7232,221
7233,-1
7234,149
7235,15
7236,260
7237,239
7238,-1
7239,149
7240,15
7241,260
7242,54
7243,239
7244,235
7245,149
7246,15
7247,260
7248,54
7249,157
7250,13
7251,-1
7252,189
7253,54
7254,235
7255,149
7256,15
7257,54
7258,114
7259,149
7260,15
7261,54
7262,-1
7263,235
7264,149
7265,260
7266,-1
7267,149
7268,15
7269,-1
7270,149
7271,15
7272,260
7273,54
7274,75
7275,-1
7276,260
7277,54
7278,-1
7279,260
7280,54
7281,-1
7282,54
7283,-1
7284,149
7285,15
7286,194
7287,54
7288,-1
7289,-1
7290,149
7291,15
7292,260
7293,54
7294,-1
7295,236
7296,149
7297,15
7298,260
7299,54
7300,-1
7301,149
7302,15
7303,54
7304,-1
7305,-1
7306,149
7307,15
7308,260
7309,54
7310,-1
7311,16
7312,15
7313,260
7314,54
7315,191
7316,235
7317,149
7318,15
7319,260
7320,54
7321,103
7322,-1
7323,149
7324,15
7325,260
7326,-1
7327,149
7328,15
7329,26
7330,62
7331,184
7332,299
7333,66
7334,242
7335,320
7336,62
7337,183
7338,66
7339,53
7340,-1
7341,62
7342,184
7343,-1
7344,66
7345,241
7346,320
7347,62
7348,168
7349,299
7350,66
7351,320
7352,-1
7353,183
7354,300
7355,66
7356,-1
7357,276
7358,63
7359,-1
7360,259
7361,66
7362,141
7363,47
7364,-1
7365,299
7366,66
7367,242
7368,106
7369,62
7370,183
7371,299
7372,66
7373,-1
7374,62
7375,-1
7376,201
7377,66
7378,65
7379,175
7380,-1
7381,-1
7382,241
7383,320
7384,62
7385,-1
7386,66
7387,178
7388,319
7389,62
7390,184
7391,299
7392,66
7393,320
7394,62
7395,-1
7396,299
7397,66
7398,241
7399,-1
7400,62
7401,-1
7402,299
7403,66
7404,242
7405,311
7406,62
7407,-1
7408,83
7409,-1
7410,26
7411,187
7412,-1
7413,300
7414,66
7415,-1
7416,302
7417,62
7418,-1
7419,187
7420,-1
7421,-1
7422,-1
7423,62
7424,47
7425,300
7426,43
7427,134
7428,-1
7429,-1
7430,301
7431,66
7432,319
7433,62
7434,-1
7435,265
7436,125
7437,-1
7438,62
7439,-1
7440,-1
7441,66
7442,60
7443,-1
7444,62
7445,-1
7446,300
7447,66
7448,319
7449,62
7450,-1
7451,299
7452,66
7453,-1
7454,47
7455,184
7456,-1
7457,66
7458,101
7459,319
7460,62
7461,103
7462,155
7463,43
7464,-1
7465,201
7466,40
7467,184
7468,299
7469,66
7470,-1
7471,319
7472,62
7473,151
7474,66
7475,242
7476,-1
7477,62
7478,-1
7479,300
7480,-1
7481,74
7482,62
7483,-1
7484,301
7485,67
7486,140
7487,276
7488,62
7489,184
7490,299
7491,66
7492,-1
7493,319
7494,62
7495,162
7496,300
7497,66
7498,173
7499,60
7500,62
7501,184
7502,242
7503,319
7504,62
7505,184
7506,255
7507,66
7508,-1
7509,-1
7510,62
7511,119
7512,220
7513,319
7514,45
7515,-1
7516,-1
7517,-1
7518,60
7519,62
7520,300
7521,66
7522,-1
7523,281
7524,62
7525,-1
7526,215
7527,66
7528,84
7529,84
7530,-1
7531,184
7532,69
7533,-1
7534,132
7535,60
7536,62
7537,22
7538,299
7539,-1
7540,94
7541,128
7542,-1
7543,-1
7544,22
7545,66
7546,83
7547,286
7548,62
7549,-1
7550,190
7551,66
7552,-1
7553,62
7554,299
7555,66
7556,125
7557,62
7558,-1
7559,286
7560,66
7561,129
7562,-1
7563,-1
7564,-1
7565,300
7566,66
7567,17
7568,185
7569,62
7570,175
7571,66
7572,-1
7573,-1
7574,62
7575,184
7576,299
7577,66
7578,241
7579,159
7580,62
7581,148
7582,267
7583,66
7584,-1
7585,62
7586,248
7587,66
7588,-1
7589,39
7590,62
7591,184
7592,300
7593,66
7594,125
7595,-1
7596,62
7597,-1
7598,255
7599,66
7600,141
7601,152
7602,-1
7603,300
7604,-1
7605,319
7606,62
7607,-1
7608,299
7609,66
7610,-1
7611,320
7612,62
7613,300
7614,14
7615,-1
7616,62
7617,184
7618,-1
7619,66
7620,-1
7621,319
7622,62
7623,152
7624,66
7625,-1
7626,320
7627,62
7628,-1
7629,-1
7630,-1
7631,307
7632,62
7633,-1
7634,-1
7635,-1
7636,138
7637,-1
7638,-1
7639,299
7640,66
7641,-1
7642,47
7643,62
7644,184
7645,299
7646,67
7647,94
7648,152
7649,62
7650,184
7651,66
7652,-1
7653,100
7654,62
7655,116
7656,-1
7657,-1
7658,-1
7659,89
7660,62
7661,168
7662,-1
7663,-1
7664,241
7665,62
7666,184
7667,299
7668,66
7669,242
7670,319
7671,62
7672,183
7673,66
7674,84
7675,62
7676,184
7677,300
7678,132
7679,319
7680,27
7681,183
7682,299
7683,66
7684,94
7685,281
7686,62
7687,-1
7688,-1
7689,66
7690,-1
7691,303
7692,62
7693,183
7694,-1
7695,66
7696,-1
7697,293
7698,62
7699,-1
7700,299
7701,-1
7702,242
7703,228
7704,62
7705,-1
7706,299
7707,66
7708,242
7709,319
7710,62
7711,-1
7712,-1
7713,-1
7714,65
7715,84
7716,62
7717,300
7718,-1
7719,-1
7720,-1
7721,62
7722,-1
7723,201
7724,66
7725,45
7726,17
7727,184
7728,-1
7729,66
7730,125
7731,310
7732,21
7733,-1
7734,66
7735,-1
7736,14
7737,62
7738,-1
7739,38
7740,-1
7741,22
7742,109
7743,62
7744,148
7745,-1
7746,-1
7747,62
7748,184
7749,272
7750,-1
7751,-1
7752,-1
7753,-1
7754,-1
7755,66
7756,138
7757,128
7758,62
7759,183
7760,187
7761,66
7762,-1
7763,-1
7764,62
7765,-1
7766,300
7767,66
7768,241
7769,-1
7770,38
7771,184
7772,299
7773,66
7774,-1
7775,-1
7776,38
7777,184
7778,299
7779,66
7780,320
7781,62
7782,-1
7783,299
7784,66
7785,241
7786,-1
7787,62
7788,184
7789,300
7790,66
7791,-1
7792,-1
7793,63
7794,170
7795,299
7796,-1
7797,310
7798,62
7799,-1
7800,53
7801,66
7802,-1
7803,35
7804,-1
7805,36
7806,66
7807,99
7808,62
7809,-1
7810,300
7811,238
7812,-1
7813,183
7814,300
7815,66
7816,-1
7817,-1
7818,62
7819,-1
7820,300
7821,37
7822,-1
7823,256
7824,62
7825,-1
7826,300
7827,66
7828,-1
7829,319
7830,62
7831,184
7832,299
7833,138
7834,62
7835,47
7836,-1
7837,66
7838,242
7839,320
7840,62
7841,30
7842,201
7843,-1
7844,190
7845,62
7846,183
7847,299
7848,66
7849,320
7850,151
7851,299
7852,66
7853,242
7854,319
7855,62
7856,184
7857,300
7858,66
7859,238
7860,319
7861,62
7862,162
7863,-1
7864,66
7865,259
7866,62
7867,170
7868,299
7869,-1
7870,-1
7871,286
7872,62
7873,-1
7874,299
7875,66
7876,-1
7877,-1
7878,47
7879,183
7880,300
7881,66
7882,-1
7883,62
7884,66
7885,-1
7886,-1
7887,62
7888,-1
7889,166
7890,66
7891,173
7892,62
7893,184
7894,300
7895,66
7896,-1
7897,-1
7898,62
7899,184
7900,-1
7901,66
7902,-1
7903,62
7904,-1
7905,300
7906,66
7907,-1
7908,201
7909,62
7910,183
7911,212
7912,-1
7913,-1
7914,159
7915,62
7916,148
7917,-1
7918,66
7919,241
7920,259
7921,62
7922,-1
7923,299
7924,66
7925,-1
7926,307
7927,62
7928,184
7929,-1
7930,-1
7931,-1
7932,305
7933,-1
7934,-1
7935,299
7936,66
7937,134
7938,259
7939,62
7940,-1
7941,300
7942,66
7943,62
7944,184
7945,296
7946,-1
7947,319
7948,62
7949,184
7950,-1
7951,66
7952,-1
7953,-1
7954,47
7955,11
7956,16
7957,-1
7958,65
7959,62
7960,-1
7961,300
7962,35
7963,99
7964,109
7965,62
7966,-1
7967,61
7968,66
7969,-1
7970,281
7971,62
7972,75
7973,300
7974,66
7975,53
7976,255
7977,62
7978,-1
7979,-1
7980,66
7981,114
7982,220
7983,63
7984,184
7985,299
7986,66
7987,134
7988,320
7989,62
7990,184
7991,-1
7992,-1
7993,319
7994,62
7995,-1
7996,66
7997,173
7998,60
7999,-1
8000,228
8001,66
8002,-1
8003,-1
8004,62
8005,111
8006,299
8007,66
8008,152
8009,62
8010,-1
8011,299
8012,66
8013,242
8014,310
8015,-1
8016,170
8017,300
8018,-1
8019,-1
8020,47
8021,62
8022,-1
8023,47
8024,66
8025,-1
8026,319
8027,62
8028,184
8029,300
8030,66
8031,-1
8032,304
8033,62
8034,-1
8035,300
8036,66
8037,238
8038,-1
8039,63
8040,286
8041,-1
8042,-1
8043,-1
8044,-1
8045,183
8046,-1
8047,66
8048,-1
8049,311
8050,-1
8051,299
8052,-1
8053,242
8054,311
8055,62
8056,4
8057,-1
8058,132
8059,-1
8060,62
8061,184
8062,299
8063,66
8064,305
8065,62
8066,21
8067,66
8068,-1
8069,193
8070,62
8071,184
8072,-1
8073,66
8074,241
8075,319
8076,62
8077,165
8078,201
8079,66
8080,-1
8081,320
8082,62
8083,97
8084,300
8085,-1
8086,178
8087,265
8088,62
8089,-1
8090,159
8091,66
8092,-1
8093,62
8094,103
8095,261
8096,-1
8097,101
8098,320
8099,-1
8100,300
8101,66
8102,-1
8103,319
8104,62
8105,162
8106,299
8107,66
8108,-1
8109,62
8110,184
8111,299
8112,66
8113,-1
8114,-1
8115,62
8116,184
8117,300
8118,66
8119,-1
8120,303
8121,62
8122,184
8123,299
8124,66
8125,-1
8126,319
8127,62
8128,34
8129,66
8130,241
8131,320
8132,62
8133,184
8134,299
8135,66
8136,-1
8137,-1
8138,62
8139,148
8140,-1
8141,-1
8142,62
8143,-1
8144,66
8145,134
8146,319
8147,62
8148,-1
8149,265
8150,66
8151,138
8152,120
8153,62
8154,111
8155,201
8156,66
8157,-1
8158,228
8159,62
8160,-1
8161,299
8162,-1
8163,-1
8164,47
8165,62
8166,-1
8167,299
8168,66
8169,-1
8170,320
8171,62
8172,-1
8173,299
8174,66
8175,-1
8176,319
8177,62
8178,151
8179,300
8180,66
8181,74
8182,175
8183,-1
8184,-1
8185,300
8186,-1
8187,141
8188,307
8189,62
8190,299
8191,66
8192,242
8193,286
8194,62
8195,28
8196,301
8197,66
8198,-1
8199,-1
8200,259
8201,66
8202,241
8203,-1
8204,62
8205,75
8206,300
8207,66
8208,208
8209,175
8210,-1
8211,183
8212,300
8213,66
8214,-1
8215,320
8216,62
8217,183
8218,299
8219,66
8220,-1
8221,62
8222,165
8223,272
8224,66
8225,-1
8226,62
8227,-1
8228,-1
8229,66
8230,135
8231,220
8232,62
8233,183
8234,300
8235,66
8236,-1
8237,265
8238,62
8239,-1
8240,300
8241,66
8242,140
8243,320
8244,62
8245,-1
8246,300
8247,66
8248,241
8249,-1
8250,62
8251,184
8252,296
8253,66
8254,138
8255,302
8256,62
8257,44
8258,300
8259,66
8260,-1
8261,89
8262,62
8263,183
8264,300
8265,66
8266,-1
8267,190
8268,62
8269,184
8270,299
8271,66
8272,-1
8273,-1
8274,62
8275,299
8276,66
8277,16
8278,62
8279,-1
8280,299
8281,66
8282,242
8283,311
8284,62
