;0;1
3214;59884;1.0
3215;59885;1.0
3216;59928;1.0
3217;59929;1.0
3218;59930;1.0
3219;59931;1.0
3220;59932;1.0
3221;59933;1.0
3224;60020;1.0
3225;60021;1.0
3226;60022;1.0
3227;60023;1.0
3228;60438;1.0
3229;60439;1.0
3231;60441;1.0
3232;60442;1.0
3233;60443;1.0
3234;60492;1.0
3235;60493;1.0
3236;60494;1.0
3237;60495;1.0
3238;60496;1.0
3239;60497;1.0
3240;60564;1.0
3241;60565;1.0
3242;60566;1.0
3243;60567;1.0
3245;60569;1.0
3246;61368;1.0
3247;61369;1.0
3248;61370;1.0
3249;61371;1.0
3250;61372;1.0
3252;61578;1.0
3253;61579;1.0
3254;61580;1.0
3256;61582;1.0
3257;61583;1.0
3258;61590;1.0
3259;61591;1.0
3260;61592;1.0
3261;61593;1.0
3262;61594;1.0
3263;61595;1.0
3264;62172;1.0
3265;62173;1.0
3266;62174;1.0
3267;62175;1.0
3268;62176;1.0
3269;62177;1.0
3270;62250;1.0
3271;62251;1.0
3272;62252;1.0
3273;62253;1.0
3274;62254;1.0
3276;62328;1.0
3277;62329;1.0
3278;62330;1.0
3279;62331;1.0
3280;62332;1.0
3281;62333;1.0
3282;62514;1.0
3283;62515;1.0
3284;62516;1.0
3285;62517;1.0
3286;62518;1.0
3287;62519;1.0
3288;62544;1.0
3289;62545;1.0
3290;62546;1.0
3291;62547;1.0
3292;62548;1.0
3293;62549;1.0
3294;62652;1.0
3295;62653;1.0
3296;62654;1.0
3297;62655;1.0
3298;62656;1.0
3299;62657;1.0
3300;62820;1.0
3301;62821;1.0
3303;62823;1.0
3304;62824;1.0
3305;62825;1.0
3306;62868;1.0
3307;62869;1.0
3308;62870;1.0
3309;62871;1.0
3310;62872;1.0
3311;62873;1.0
3312;63060;1.0
3313;63061;1.0
3314;63062;1.0
3315;63063;1.0
3317;63065;1.0
3318;63426;1.0
3319;63427;1.0
3320;63428;1.0
3321;63429;1.0
3322;63430;1.0
3323;63431;1.0
3324;63624;1.0
3326;63626;1.0
3327;63627;1.0
3329;63629;1.0
3330;64068;1.0
3331;64069;1.0
3332;64070;1.0
3333;64071;1.0
3334;64072;1.0
3335;64073;1.0
3336;64116;1.0
3337;64117;1.0
3339;64119;1.0
3340;64120;1.0
3341;64121;1.0
3342;64128;1.0
3343;64129;1.0
3344;64130;1.0
3345;64131;1.0
3346;64132;1.0
3347;64133;1.0
3348;64242;1.0
3350;64244;1.0
3351;64245;1.0
3352;64246;1.0
3353;64247;1.0
3354;64278;1.0
3355;64279;1.0
3356;64280;1.0
3358;64282;1.0
3359;64283;1.0
3360;64284;1.0
3361;64285;1.0
3362;64286;1.0
3363;64287;1.0
3364;64288;1.0
3365;64289;1.0
3366;64578;1.0
3367;64579;1.0
3368;64580;1.0
3369;64581;1.0
3370;64582;1.0
3371;64583;1.0
3372;64584;1.0
3373;64585;1.0
3374;64586;1.0
3375;64587;1.0
3376;64588;1.0
3377;64589;1.0
3378;64620;1.0
3379;64621;1.0
3380;64622;1.0
3381;64623;1.0
3382;64624;1.0
3383;64625;1.0
3384;64680;1.0
3385;64681;1.0
3386;64682;1.0
3388;64684;1.0
3390;64740;1.0
3392;64742;1.0
3395;64745;1.0
3396;64776;1.0
3397;64777;1.0
3399;64779;1.0
3400;64780;1.0
3401;64781;1.0
3402;64818;1.0
3403;64819;1.0
3404;64820;1.0
3405;64821;1.0
3406;64822;1.0
3407;64823;1.0
3409;65065;1.0
3410;65066;1.0
3411;65067;1.0
3412;65068;1.0
3413;65069;1.0
3414;65106;1.0
3415;65107;1.0
3416;65108;1.0
3417;65109;1.0
3418;65110;1.0
3420;65322;1.0
3421;65323;1.0
3422;65324;1.0
3424;65326;1.0
3425;65327;1.0
3426;65496;1.0
3427;65497;1.0
3428;65498;1.0
3429;65499;1.0
3430;65500;1.0
3431;65501;1.0
3432;65508;1.0
3433;65509;1.0
3434;65510;1.0
3436;65512;1.0
3437;65513;1.0
3438;65592;1.0
3439;65593;1.0
3440;65594;1.0
3441;65595;1.0
3442;65596;1.0
3444;65676;1.0
3446;65678;1.0
3447;65679;1.0
3448;65680;1.0
3449;65681;1.0
3450;65700;1.0
3451;65701;1.0
3452;65702;1.0
3453;65703;1.0
3454;65704;1.0
3455;65705;1.0
3456;65868;1.0
3457;65869;1.0
3458;65870;1.0
3459;65871;1.0
3460;65872;1.0
3461;65873;1.0
3462;65910;1.0
3463;65911;1.0
3464;65912;1.0
3465;65913;1.0
3466;65914;1.0
3467;65915;1.0
3468;65934;1.0
3469;65935;1.0
3470;65936;1.0
3471;65937;1.0
3472;65938;1.0
3473;65939;1.0
3474;66144;1.0
3475;66145;1.0
3476;66146;1.0
3477;66147;1.0
3478;66148;1.0
3479;66149;1.0
3480;66228;1.0
3481;66229;1.0
3482;66230;1.0
3483;66231;1.0
3484;66232;1.0
3485;66233;1.0
3486;66246;1.0
3487;66247;1.0
3488;66248;1.0
3489;66249;1.0
3490;66250;1.0
3491;66251;1.0
3492;66270;1.0
3493;66271;1.0
3494;66272;1.0
3495;66273;1.0
3496;66274;1.0
3497;66275;1.0
3498;66288;1.0
3499;66289;1.0
3500;66290;1.0
3501;66291;1.0
3502;66292;1.0
3503;66293;1.0
3504;66372;1.0
3505;66373;1.0
3506;66374;1.0
3507;66375;1.0
3508;66376;1.0
3509;66377;1.0
3510;66432;1.0
3511;66433;1.0
3512;66434;1.0
3513;66435;1.0
3514;66436;1.0
3515;66437;1.0
3516;66438;1.0
3517;66439;1.0
3518;66440;1.0
3519;66441;1.0
3520;66442;1.0
3521;66443;1.0
3522;66576;1.0
3524;66578;1.0
3525;66579;1.0
3526;66580;1.0
3527;66581;1.0
3529;66685;1.0
3530;66686;1.0
3531;66687;1.0
3532;66688;1.0
3533;66689;1.0
3535;66925;1.0
3536;66926;1.0
3537;66927;1.0
3539;66929;1.0
3540;66942;1.0
3541;66943;1.0
3542;66944;1.0
3543;66945;1.0
3544;66946;1.0
3545;66947;1.0
3546;66960;1.0
3548;66962;1.0
3549;66963;1.0
3550;66964;1.0
3551;66965;1.0
3552;67044;1.0
3553;67045;1.0
3554;67046;1.0
3556;67048;1.0
3557;67049;1.0
3558;67086;1.0
3559;67087;1.0
3560;67088;1.0
3561;67089;1.0
3562;67090;1.0
3563;67091;1.0
3564;67302;1.0
3565;67303;1.0
3566;67304;1.0
3567;67305;1.0
3568;67306;1.0
3569;67307;1.0
3570;67554;1.0
3571;67555;1.0
3572;67556;1.0
3573;67557;1.0
3574;67558;1.0
3575;67559;1.0
3576;67632;1.0
3578;67634;1.0
3579;67635;1.0
3580;67636;1.0
3582;67890;1.0
3583;67891;1.0
3584;67892;1.0
3587;67895;1.0
3588;67896;1.0
3589;67897;1.0
3590;67898;1.0
3591;67899;1.0
3592;67900;1.0
3593;67901;1.0
3594;68070;1.0
3595;68071;1.0
3596;68072;1.0
3597;68073;1.0
3598;68074;1.0
3599;68075;1.0
3600;68148;1.0
3601;68149;1.0
3602;68150;1.0
3603;68151;1.0
3604;68152;1.0
3605;68153;1.0
3606;68160;1.0
3607;68161;1.0
3608;68162;1.0
3609;68163;1.0
3610;68164;1.0
3611;68165;1.0
3612;68322;1.0
3613;68323;1.0
3614;68324;1.0
3615;68325;1.0
3616;68326;1.0
3617;68327;1.0
3619;68491;1.0
3620;68492;1.0
3623;68495;1.0
3624;68514;1.0
3625;68515;1.0
3626;68516;1.0
3627;68517;1.0
3628;68518;1.0
3630;68520;1.0
3631;68521;1.0
3632;68522;1.0
3633;68523;1.0
3635;68525;1.0
3636;68856;1.0
3637;68857;1.0
3638;68858;1.0
3639;68859;1.0
3640;68860;1.0
3641;68861;1.0
3642;68880;1.0
3643;68881;1.0
3644;68882;1.0
3645;68883;1.0
3646;68884;1.0
3647;68885;1.0
3648;68892;1.0
3649;68893;1.0
3650;68894;1.0
3652;68896;1.0
3653;68897;1.0
3654;69006;1.0
3655;69007;1.0
3656;69008;1.0
3657;69009;1.0
3658;69010;1.0
3659;69011;1.0
3660;69138;1.0
3661;69139;1.0
3662;69140;1.0
3663;69141;1.0
3664;69142;1.0
3665;69143;1.0
3666;69264;1.0
3667;69265;1.0
3668;69266;1.0
3669;69267;1.0
3670;69268;1.0
3671;69269;1.0
3672;69330;1.0
3673;69331;1.0
3674;69332;1.0
3675;69333;1.0
3676;69334;1.0
3677;69335;1.0
3678;69438;1.0
3679;69439;1.0
3680;69440;1.0
3681;69441;1.0
3682;69442;1.0
3683;69443;1.0
3684;69816;1.0
3685;69817;1.0
3686;69818;1.0
3687;69819;1.0
3689;69821;1.0
3690;69822;1.0
3691;69823;1.0
3692;69824;1.0
3693;69825;1.0
3694;69826;1.0
3695;69827;1.0
3696;69870;1.0
3697;69871;1.0
3699;69873;1.0
3700;69874;1.0
3701;69875;1.0
3702;69966;1.0
3703;69967;1.0
3704;69968;1.0
3705;69969;1.0
3706;69970;1.0
3707;69971;1.0
3708;70044;1.0
3709;70045;1.0
3710;70046;1.0
3711;70047;1.0
3712;70048;1.0
3713;70049;1.0
3714;70092;1.0
3715;70093;1.0
3716;70094;1.0
3717;70095;1.0
3718;70096;1.0
3719;70097;1.0
3720;70098;1.0
3721;70099;1.0
3722;70100;1.0
3723;70101;1.0
3724;70102;1.0
3725;70103;1.0
3726;70236;1.0
3727;70237;1.0
3728;70238;1.0
3729;70239;1.0
3730;70240;1.0
3731;70241;1.0
3732;70284;1.0
3733;70285;1.0
3734;70286;1.0
3735;70287;1.0
3736;70288;1.0
3737;70289;1.0
3738;70458;1.0
3739;70459;1.0
3740;70460;1.0
3741;70461;1.0
3742;70462;1.0
3743;70463;1.0
3744;70524;1.0
3745;70525;1.0
3746;70526;1.0
3747;70527;1.0
3748;70528;1.0
3749;70529;1.0
3750;70554;1.0
3752;70556;1.0
3753;70557;1.0
3754;70558;1.0
3755;70559;1.0
3756;70674;1.0
3757;70675;1.0
3759;70677;1.0
3761;70679;1.0
3762;70716;1.0
3763;70717;1.0
3764;70718;1.0
3765;70719;1.0
3767;70721;1.0
3768;70740;1.0
3769;70741;1.0
3770;70742;1.0
3771;70743;1.0
3772;70744;1.0
3773;70745;1.0
3774;70764;1.0
3775;70765;1.0
3776;70766;1.0
3777;70767;1.0
3778;70768;1.0
3779;70769;1.0
3780;70812;1.0
3782;70814;1.0
3783;70815;1.0
3784;70816;1.0
3785;70817;1.0
3786;71304;1.0
3787;71305;1.0
3788;71306;1.0
3789;71307;1.0
3790;71308;1.0
3791;71309;1.0
3792;71466;1.0
3793;71467;1.0
3794;71468;1.0
3795;71469;1.0
3796;71470;1.0
3797;71471;1.0
3798;71946;1.0
3800;71948;1.0
3801;71949;1.0
3802;71950;1.0
3803;71951;1.0
3805;72031;1.0
3806;72032;1.0
3807;72033;1.0
3808;72034;1.0
3810;72096;1.0
3811;72097;1.0
3812;72098;1.0
3813;72099;1.0
3814;72100;1.0
3815;72101;1.0
3816;72102;1.0
3817;72103;1.0
3818;72104;1.0
3820;72106;1.0
3821;72107;1.0
3822;72246;1.0
3824;72248;1.0
3825;72249;1.0
3826;72250;1.0
3827;72251;1.0
3828;72354;1.0
3829;72355;1.0
3830;72356;1.0
3832;72358;1.0
3833;72359;1.0
3834;72366;1.0
3835;72367;1.0
3836;72368;1.0
3837;72369;1.0
3838;72370;1.0
3839;72371;1.0
3840;72384;1.0
3841;72385;1.0
3842;72386;1.0
3843;72387;1.0
3844;72388;1.0
3845;72389;1.0
3847;72439;1.0
3848;72440;1.0
3849;72441;1.0
3851;72443;1.0
3852;72468;1.0
3853;72469;1.0
3854;72470;1.0
3855;72471;1.0
3857;72473;1.0
3858;72474;1.0
3859;72475;1.0
3860;72476;1.0
3861;72477;1.0
3863;72479;1.0
3866;72518;1.0
3867;72519;1.0
3868;72520;1.0
3869;72521;1.0
3870;72768;1.0
3871;72769;1.0
3872;72770;1.0
3873;72771;1.0
3874;72772;1.0
3875;72773;1.0
3876;72834;1.0
3877;72835;1.0
3878;72836;1.0
3879;72837;1.0
3880;72838;1.0
3881;72839;1.0
3883;72925;1.0
3884;72926;1.0
3885;72927;1.0
3886;72928;1.0
3887;72929;1.0
3888;73104;1.0
3889;73105;1.0
3890;73106;1.0
3891;73107;1.0
3892;73108;1.0
3893;73109;1.0
3894;73152;1.0
3895;73153;1.0
3896;73154;1.0
3897;73155;1.0
3898;73156;1.0
3899;73157;1.0
3900;73230;1.0
3901;73231;1.0
3903;73233;1.0
3904;73234;1.0
3905;73235;1.0
3907;73267;1.0
3909;73269;1.0
3910;73270;1.0
3911;73271;1.0
3912;73398;1.0
3914;73400;1.0
3916;73402;1.0
3917;73403;1.0
3918;73500;1.0
3919;73501;1.0
3920;73502;1.0
3921;73503;1.0
3922;73504;1.0
3923;73505;1.0
3924;73512;1.0
3925;73513;1.0
3926;73514;1.0
3927;73515;1.0
3928;73516;1.0
3929;73517;1.0
3930;73734;1.0
3931;73735;1.0
3933;73737;1.0
3934;73738;1.0
3936;73770;1.0
3937;73771;1.0
3938;73772;1.0
3939;73773;1.0
3940;73774;1.0
3941;73775;1.0
3942;74118;1.0
3943;74119;1.0
3944;74120;1.0
3945;74121;1.0
3946;74122;1.0
3947;74123;1.0
3948;74454;1.0
3950;74456;1.0
3951;74457;1.0
3952;74458;1.0
3953;74459;1.0
3954;74478;1.0
3956;74480;1.0
3957;74481;1.0
3958;74482;1.0
3959;74483;1.0
3960;74484;1.0
3961;74485;1.0
3962;74486;1.0
3963;74487;1.0
3964;74488;1.0
3965;74489;1.0
3966;74508;1.0
3967;74509;1.0
3968;74510;1.0
3969;74511;1.0
3971;74513;1.0
3972;75060;1.0
3973;75061;1.0
3974;75062;1.0
3975;75063;1.0
3976;75064;1.0
3977;75065;1.0
3979;75259;1.0
3980;75260;1.0
3982;75262;1.0
3983;75263;1.0
3984;75294;1.0
3985;75295;1.0
3986;75296;1.0
3987;75297;1.0
3988;75298;1.0
3989;75299;1.0
3990;75318;1.0
3991;75319;1.0
3993;75321;1.0
3995;75323;1.0
3996;75324;1.0
3997;75325;1.0
3999;75327;1.0
4000;75328;1.0
4001;75329;1.0
4002;75408;1.0
4003;75409;1.0
4005;75411;1.0
4006;75412;1.0
4007;75413;1.0
4008;75606;1.0
4009;75607;1.0
4010;75608;1.0
4012;75610;1.0
4013;75611;1.0
4014;75876;1.0
4015;75877;1.0
4016;75878;1.0
4018;75880;1.0
4019;75881;1.0
4020;75984;1.0
4021;75985;1.0
4022;75986;1.0
4023;75987;1.0
4025;75989;1.0
4026;76002;1.0
4027;76003;1.0
4028;76004;1.0
4029;76005;1.0
4030;76006;1.0
4031;76007;1.0
4032;76350;1.0
4033;76351;1.0
4034;76352;1.0
4035;76353;1.0
4036;76354;1.0
4037;76355;1.0
4039;76675;1.0
4040;76676;1.0
4041;76677;1.0
4042;76678;1.0
4044;76878;1.0
4045;76879;1.0
4046;76880;1.0
4047;76881;1.0
4048;76882;1.0
4049;76883;1.0
4050;76914;1.0
4051;76915;1.0
4052;76916;1.0
4053;76917;1.0
4054;76918;1.0
4055;76919;1.0
4056;76974;1.0
4057;76975;1.0
4059;76977;1.0
4060;76978;1.0
4061;76979;1.0
4062;77040;1.0
4063;77041;1.0
4064;77042;1.0
4065;77043;1.0
4066;77044;1.0
4068;77112;1.0
4069;77113;1.0
4070;77114;1.0
4072;77116;1.0
4073;77117;1.0
4075;77341;1.0
4076;77342;1.0
4078;77344;1.0
4079;77345;1.0
4080;77394;1.0
4081;77395;1.0
4082;77396;1.0
4083;77397;1.0
4084;77398;1.0
4085;77399;1.0
4086;77424;1.0
4087;77425;1.0
4089;77427;1.0
4090;77428;1.0
4091;77429;1.0
4092;77544;1.0
4093;77545;1.0
4094;77546;1.0
4095;77547;1.0
4096;77548;1.0
4097;77549;1.0
4098;77742;1.0
4099;77743;1.0
4100;77744;1.0
4101;77745;1.0
4102;77746;1.0
4103;77747;1.0
4105;77815;1.0
4106;77816;1.0
4108;77818;1.0
4109;77819;1.0
4110;77988;1.0
4112;77990;1.0
4113;77991;1.0
4114;77992;1.0
4115;77993;1.0
4116;78120;1.0
4117;78121;1.0
4118;78122;1.0
4119;78123;1.0
4120;78124;1.0
4121;78125;1.0
4122;78168;1.0
4123;78169;1.0
4125;78171;1.0
4127;78173;1.0
4128;78174;1.0
4129;78175;1.0
4130;78176;1.0
4131;78177;1.0
4132;78178;1.0
4133;78179;1.0
4134;78204;1.0
4135;78205;1.0
4136;78206;1.0
4137;78207;1.0
4138;78208;1.0
4139;78209;1.0
4140;78270;1.0
4141;78271;1.0
4142;78272;1.0
4143;78273;1.0
4144;78274;1.0
4145;78275;1.0
4146;78414;1.0
4147;78415;1.0
4148;78416;1.0
4149;78417;1.0
4150;78418;1.0
4151;78419;1.0
4152;78444;1.0
4153;78445;1.0
4154;78446;1.0
4155;78447;1.0
4156;78448;1.0
4157;78449;1.0
4158;78492;1.0
4159;78493;1.0
4160;78494;1.0
4161;78495;1.0
4162;78496;1.0
4163;78497;1.0
4164;78582;1.0
4165;78583;1.0
4166;78584;1.0
4167;78585;1.0
4168;78586;1.0
4169;78587;1.0
4170;78600;1.0
4171;78601;1.0
4172;78602;1.0
4173;78603;1.0
4174;78604;1.0
4175;78605;1.0
4176;78846;1.0
4178;78848;1.0
4179;78849;1.0
4180;78850;1.0
4181;78851;1.0
4182;78888;1.0
4183;78889;1.0
4184;78890;1.0
4186;78892;1.0
4187;78893;1.0
4188;79188;1.0
4189;79189;1.0
4190;79190;1.0
4191;79191;1.0
4192;79192;1.0
4193;79193;1.0
4194;79212;1.0
4195;79213;1.0
4196;79214;1.0
4197;79215;1.0
4198;79216;1.0
4199;79217;1.0
4200;79236;1.0
4201;79237;1.0
4202;79238;1.0
4204;79240;1.0
4205;79241;1.0
4207;79243;1.0
4208;79244;1.0
4209;79245;1.0
4211;79247;1.0
4212;79524;1.0
4214;79526;1.0
4215;79527;1.0
4216;79528;1.0
4217;79529;1.0
4218;79566;1.0
4219;79567;1.0
4220;79568;1.0
4221;79569;1.0
4222;79570;1.0
4223;79571;1.0
4224;79650;1.0
4225;79651;1.0
4226;79652;1.0
4227;79653;1.0
4228;79654;1.0
4229;79655;1.0
4230;79680;1.0
4231;79681;1.0
4232;79682;1.0
4233;79683;1.0
4234;79684;1.0
4235;79685;1.0
4236;79716;1.0
4237;79717;1.0
4238;79718;1.0
4239;79719;1.0
4240;79720;1.0
4241;79721;1.0
4242;80010;1.0
4243;80011;1.0
4244;80012;1.0
4245;80013;1.0
4246;80014;1.0
4247;80015;1.0
4248;80082;1.0
4249;80083;1.0
4250;80084;1.0
4251;80085;1.0
4253;80087;1.0
4254;80094;1.0
4255;80095;1.0
4256;80096;1.0
4257;80097;1.0
4258;80098;1.0
4259;80099;1.0
4260;80124;1.0
4261;80125;1.0
4262;80126;1.0
4263;80127;1.0
4264;80128;1.0
4265;80129;1.0
4266;80142;1.0
4267;80143;1.0
4268;80144;1.0
4269;80145;1.0
4270;80146;1.0
4271;80147;1.0
4272;80304;1.0
4273;80305;1.0
4275;80307;1.0
4276;80308;1.0
4277;80309;1.0
4278;80382;1.0
4281;80385;1.0
4282;80386;1.0
4283;80387;1.0
4284;80490;1.0
4285;80491;1.0
4286;80492;1.0
4287;80493;1.0
4288;80494;1.0
4289;80495;1.0
4290;80514;1.0
4291;80515;1.0
4292;80516;1.0
4293;80517;1.0
4294;80518;1.0
4295;80519;1.0
4296;80934;1.0
4297;80935;1.0
4298;80936;1.0
4299;80937;1.0
4300;80938;1.0
4301;80939;1.0
4302;81012;1.0
4303;81013;1.0
4304;81014;1.0
4305;81015;1.0
4306;81016;1.0
4307;81017;1.0
4308;81018;1.0
4309;81019;1.0
4310;81020;1.0
4311;81021;1.0
4312;81022;1.0
4313;81023;1.0
4314;81096;1.0
4315;81097;1.0
4317;81099;1.0
4318;81100;1.0
4319;81101;1.0
4321;81181;1.0
4322;81182;1.0
4323;81183;1.0
4324;81184;1.0
4325;81185;1.0
4326;81378;1.0
4327;81379;1.0
4328;81380;1.0
4329;81381;1.0
4330;81382;1.0
4331;81383;1.0
4333;81445;1.0
4334;81446;1.0
4335;81447;1.0
4336;81448;1.0
4337;81449;1.0
4339;81475;1.0
4340;81476;1.0
4341;81477;1.0
4342;81478;1.0
4343;81479;1.0
4344;81648;1.0
4345;81649;1.0
4346;81650;1.0
4348;81652;1.0
4349;81653;1.0
4350;82086;1.0
4351;82087;1.0
4352;82088;1.0
4353;82089;1.0
4354;82090;1.0
4355;82091;1.0
4356;82302;1.0
4357;82303;1.0
4358;82304;1.0
4359;82305;1.0
4360;82306;1.0
4361;82307;1.0
4362;82410;1.0
4363;82411;1.0
4365;82413;1.0
4366;82414;1.0
4367;82415;1.0
4368;82500;1.0
4369;82501;1.0
4370;82502;1.0
4372;82504;1.0
4373;82505;1.0
4374;82614;1.0
4375;82615;1.0
4377;82617;1.0
4378;82618;1.0
4379;82619;1.0
4380;82662;1.0
4382;82664;1.0
4384;82666;1.0
4385;82667;1.0
4386;82866;1.0
4387;82867;1.0
4388;82868;1.0
4389;82869;1.0
4390;82870;1.0
4391;82871;1.0
4392;82884;1.0
4393;82885;1.0
4394;82886;1.0
4395;82887;1.0
4396;82888;1.0
4397;82889;1.0
4398;82950;1.0
4399;82951;1.0
4400;82952;1.0
4401;82953;1.0
4403;82955;1.0
4404;82956;1.0
4406;82958;1.0
4407;82959;1.0
4410;83166;1.0
4411;83167;1.0
4413;83169;1.0
4414;83170;1.0
4415;83171;1.0
4416;83190;1.0
4417;83191;1.0
4418;83192;1.0
4419;83193;1.0
4420;83194;1.0
4421;83195;1.0
4422;83574;1.0
4423;83575;1.0
4424;83576;1.0
4425;83577;1.0
4426;83578;1.0
4427;83579;1.0
4428;83664;1.0
4429;83665;1.0
4430;83666;1.0
4431;83667;1.0
4432;83668;1.0
4434;83688;1.0
4435;83689;1.0
4437;83691;1.0
4438;83692;1.0
4439;83693;1.0
4440;83724;1.0
4441;83725;1.0
4442;83726;1.0
4445;83729;1.0
4447;83785;1.0
4448;83786;1.0
4449;83787;1.0
4450;83788;1.0
4451;83789;1.0
4452;83958;1.0
4453;83959;1.0
4454;83960;1.0
4455;83961;1.0
4456;83962;1.0
4457;83963;1.0
4458;84216;1.0
4459;84217;1.0
4460;84218;1.0
4461;84219;1.0
4462;84220;1.0
4463;84221;1.0
4464;84342;1.0
4466;84344;1.0
4467;84345;1.0
4469;84347;1.0
4470;84366;1.0
4471;84367;1.0
4472;84368;1.0
4473;84369;1.0
4474;84370;1.0
4475;84371;1.0
4476;84420;1.0
4477;84421;1.0
4479;84423;1.0
4480;84424;1.0
4481;84425;1.0
4482;84702;1.0
4484;84704;1.0
4485;84705;1.0
4487;84707;1.0
4489;85021;1.0
4490;85022;1.0
4491;85023;1.0
4492;85024;1.0
4493;85025;1.0
4494;85104;1.0
4495;85105;1.0
4496;85106;1.0
4498;85108;1.0
4499;85109;1.0
4500;85374;1.0
4501;85375;1.0
4502;85376;1.0
4504;85378;1.0
4505;85379;1.0
4506;85386;1.0
4507;85387;1.0
4509;85389;1.0
4510;85390;1.0
4511;85391;1.0
4512;85560;1.0
4513;85561;1.0
4514;85562;1.0
4515;85563;1.0
4516;85564;1.0
4517;85565;1.0
4518;85770;1.0
4521;85773;1.0
4522;85774;1.0
4523;85775;1.0
4524;85872;1.0
4525;85873;1.0
4526;85874;1.0
4527;85875;1.0
4528;85876;1.0
4529;85877;1.0
4531;85933;1.0
4533;85935;1.0
4534;85936;1.0
4535;85937;1.0
4536;86136;1.0
4537;86137;1.0
4538;86138;1.0
4539;86139;1.0
4540;86140;1.0
4541;86141;1.0
4542;86220;1.0
4543;86221;1.0
4544;86222;1.0
4545;86223;1.0
4546;86224;1.0
4548;86238;1.0
4549;86239;1.0
4550;86240;1.0
4551;86241;1.0
4552;86242;1.0
4553;86243;1.0
4554;86460;1.0
4555;86461;1.0
4556;86462;1.0
4559;86465;1.0
4560;86604;1.0
4561;86605;1.0
4562;86606;1.0
4563;86607;1.0
4564;86608;1.0
4565;86609;1.0
4566;86724;1.0
4567;86725;1.0
4568;86726;1.0
4569;86727;1.0
4570;86728;1.0
4571;86729;1.0
4572;86736;1.0
4573;86737;1.0
4574;86738;1.0
4575;86739;1.0
4576;86740;1.0
4577;86741;1.0
4578;86814;1.0
4579;86815;1.0
4580;86816;1.0
4581;86817;1.0
4582;86818;1.0
4583;86819;1.0
4584;86898;1.0
4585;86899;1.0
4586;86900;1.0
4587;86901;1.0
4588;86902;1.0
4589;86903;1.0
4590;87000;1.0
4591;87001;1.0
4592;87002;1.0
4593;87003;1.0
4594;87004;1.0
4595;87005;1.0
4596;87102;1.0
4597;87103;1.0
4598;87104;1.0
4599;87105;1.0
4600;87106;1.0
4601;87107;1.0
4602;87114;1.0
4603;87115;1.0
4604;87116;1.0
4605;87117;1.0
4606;87118;1.0
4607;87119;1.0
4608;87138;1.0
4609;87139;1.0
4610;87140;1.0
4611;87141;1.0
4612;87142;1.0
4613;87143;1.0
4614;87162;1.0
4615;87163;1.0
4616;87164;1.0
4617;87165;1.0
4618;87166;1.0
4619;87167;1.0
4620;87192;1.0
4621;87193;1.0
4623;87195;1.0
4624;87196;1.0
4625;87197;1.0
4626;87354;1.0
4627;87355;1.0
4629;87357;1.0
4630;87358;1.0
4631;87359;1.0
4632;87570;1.0
4633;87571;1.0
4634;87572;1.0
4635;87573;1.0
4636;87574;1.0
4637;87575;1.0
4638;87756;1.0
4639;87757;1.0
4640;87758;1.0
4641;87759;1.0
4642;87760;1.0
4643;87761;1.0
4644;87768;1.0
4646;87770;1.0
4647;87771;1.0
4648;87772;1.0
4649;87773;1.0
4650;87834;1.0
4651;87835;1.0
4652;87836;1.0
4653;87837;1.0
4655;87839;1.0
4656;87900;1.0
4658;87902;1.0
4659;87903;1.0
4660;87904;1.0
4661;87905;1.0
4662;87918;1.0
4663;87919;1.0
4664;87920;1.0
4665;87921;1.0
4666;87922;1.0
4667;87923;1.0
4668;87996;1.0
4669;87997;1.0
4670;87998;1.0
4671;87999;1.0
4672;88000;1.0
4674;88122;1.0
4675;88123;1.0
4677;88125;1.0
4678;88126;1.0
4679;88127;1.0
4680;88146;1.0
4681;88147;1.0
4682;88148;1.0
4683;88149;1.0
4684;88150;1.0
4685;88151;1.0
4686;88554;1.0
4687;88555;1.0
4688;88556;1.0
4689;88557;1.0
4690;88558;1.0
4691;88559;1.0
4692;88608;1.0
4693;88609;1.0
4694;88610;1.0
4695;88611;1.0
4696;88612;1.0
4697;88613;1.0
4698;88662;1.0
4699;88663;1.0
4700;88664;1.0
4701;88665;1.0
4702;88666;1.0
4703;88667;1.0
4704;88692;1.0
4705;88693;1.0
4707;88695;1.0
4708;88696;1.0
4709;88697;1.0
4711;88747;1.0
4712;88748;1.0
4713;88749;1.0
4714;88750;1.0
4715;88751;1.0
4716;88782;1.0
4717;88783;1.0
4718;88784;1.0
4719;88785;1.0
4720;88786;1.0
4721;88787;1.0
4722;88788;1.0
4723;88789;1.0
4724;88790;1.0
4725;88791;1.0
4726;88792;1.0
4727;88793;1.0
4728;88830;1.0
4729;88831;1.0
4730;88832;1.0
4731;88833;1.0
4732;88834;1.0
4733;88835;1.0
4734;88854;1.0
4735;88855;1.0
4736;88856;1.0
4737;88857;1.0
4738;88858;1.0
4739;88859;1.0
4740;88866;1.0
4741;88867;1.0
4742;88868;1.0
4744;88870;1.0
4745;88871;1.0
4746;89094;1.0
4747;89095;1.0
4749;89097;1.0
4750;89098;1.0
4751;89099;1.0
4752;89130;1.0
4753;89131;1.0
4755;89133;1.0
4756;89134;1.0
4757;89135;1.0
4758;89172;1.0
4759;89173;1.0
4760;89174;1.0
4761;89175;1.0
4762;89176;1.0
4764;89178;1.0
4765;89179;1.0
