,Protein,NClusters2,Labels_2,NClusters3,Labels_3,NClusters4,Labels_4,NClusters5,Labels_5,NClusters6,Labels_6,NClusters7,Labels_7,NClusters8,Labels_8,NClusters9,Labels_9,NClusters10,Labels_10,NClusters11,Labels_11,NClusters12,Labels_12,NClusters13,Labels_13,NClusters14,Labels_14,NClusters15,Labels_15,NClusters16,Labels_16,NClusters17,Labels_17,NClusters18,Labels_18,NClusters19,Labels_19,NClusters20,Labels_20,NClusters21,Labels_21,NClusters22,Labels_22,NClusters23,Labels_23,NClusters24,Labels_24,NClusters25,Labels_25,NClusters26,Labels_26,NClusters27,Labels_27,NClusters28,Labels_28,NClusters29,Labels_29
9608,Jnk,2,0,3,1,4,0,5,4,6,4,7,0,8,0,9,4,10,5,11,9,12,0,13,12,14,12,15,0,16,12,17,13,18,14,19,9,20,10,21,3,22,12,23,12,24,5,25,13,26,14,27,19,28,9,29,28
9609,Jnk,2,1,3,0,4,1,5,2,6,2,7,1,8,4,9,5,10,2,11,8,12,10,13,4,14,2,15,13,16,8,17,14,18,5,19,1,20,9,21,6,22,19,23,15,24,12,25,18,26,22,27,18,28,3,29,1
9610,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,11,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,3,28,23,29,12
9611,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,3,9,0,10,9,11,7,12,5,13,3,14,12,15,12,16,9,17,11,18,2,19,14,20,17,21,14,22,3,23,9,24,1,25,10,26,15,27,11,28,6,29,15
9612,Jnk,2,0,3,2,4,0,5,0,6,5,7,3,8,1,9,7,10,3,11,0,12,3,13,7,14,7,15,5,16,14,17,2,18,12,19,6,20,8,21,2,22,21,23,11,24,3,25,17,26,18,27,4,28,5,29,19
9613,Jnk,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,11,14,1,15,4,16,5,17,12,18,11,19,12,20,16,21,14,22,20,23,10,24,22,25,11,26,0,27,15,28,2,29,12
9614,Jnk,2,1,3,0,4,1,5,2,6,2,7,1,8,7,9,1,10,2,11,8,12,2,13,6,14,5,15,2,16,1,17,9,18,5,19,1,20,15,21,20,22,2,23,20,24,0,25,0,26,19,27,9,28,17,29,1
9615,Jnk,2,0,3,2,4,1,5,0,6,1,7,0,8,7,9,1,10,6,11,6,12,5,13,6,14,5,15,2,16,1,17,9,18,7,19,10,20,7,21,11,22,18,23,7,24,22,25,8,26,19,27,1,28,2,29,27
9616,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,3,9,4,10,9,11,7,12,1,13,11,14,1,15,4,16,2,17,11,18,16,19,12,20,16,21,14,22,13,23,1,24,23,25,11,26,12,27,11,28,20,29,12
9617,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,1,15,4,16,5,17,0,18,13,19,0,20,4,21,0,22,20,23,5,24,4,25,1,26,0,27,3,28,1,29,17
9618,Jnk,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,7,12,3,13,9,14,7,15,11,16,3,17,15,18,12,19,0,20,2,21,13,22,0,23,4,24,18,25,16,26,25,27,7,28,8,29,2
9619,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
9620,Jnk,2,1,3,1,4,1,5,3,6,1,7,0,8,7,9,1,10,5,11,6,12,0,13,6,14,9,15,2,16,1,17,13,18,14,19,9,20,10,21,3,22,18,23,14,24,5,25,8,26,19,27,1,28,21,29,13
9621,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
9622,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,11,18,13,19,4,20,4,21,0,22,8,23,5,24,4,25,1,26,1,27,11,28,1,29,17
9623,Jnk,2,0,3,2,4,2,5,1,6,3,7,6,8,5,9,8,10,1,11,5,12,11,13,5,14,3,15,1,16,6,17,7,18,10,19,17,20,6,21,7,22,9,23,6,24,2,25,23,26,9,27,2,28,22,29,24
9624,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,9,13,11,14,1,15,4,16,2,17,0,18,16,19,4,20,4,21,15,22,13,23,1,24,23,25,20,26,12,27,0,28,20,29,12
9625,Jnk,2,0,3,1,4,0,5,4,6,4,7,0,8,3,9,4,10,5,11,4,12,0,13,12,14,12,15,0,16,9,17,13,18,14,19,9,20,10,21,3,22,12,23,14,24,5,25,11,26,14,27,13,28,9,29,13
9626,Jnk,2,1,3,0,4,1,5,2,6,2,7,1,8,4,9,5,10,2,11,8,12,10,13,4,14,2,15,13,16,4,17,1,18,9,19,15,20,3,21,8,22,16,23,16,24,7,25,19,26,22,27,18,28,3,29,9
9627,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,1,13,11,14,1,15,4,16,2,17,11,18,16,19,12,20,16,21,15,22,13,23,1,24,23,25,20,26,12,27,0,28,20,29,3
9628,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
9629,Jnk,2,0,3,2,4,2,5,1,6,5,7,6,8,2,9,2,10,3,11,0,12,3,13,2,14,7,15,11,16,14,17,4,18,12,19,6,20,5,21,17,22,21,23,2,24,3,25,17,26,3,27,24,28,14,29,22
9630,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
9631,Jnk,2,1,3,0,4,1,5,3,6,1,7,0,8,7,9,1,10,4,11,6,12,2,13,6,14,9,15,2,16,1,17,9,18,7,19,10,20,7,21,11,22,18,23,14,24,0,25,8,26,19,27,1,28,17,29,13
9632,Jnk,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,11,14,1,15,0,16,9,17,12,18,11,19,12,20,16,21,14,22,20,23,4,24,22,25,11,26,0,27,15,28,2,29,7
9633,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,11,18,13,19,4,20,17,21,0,22,8,23,5,24,1,25,10,26,15,27,11,28,27,29,3
9634,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,3,9,0,10,0,11,1,12,5,13,12,14,13,15,12,16,5,17,16,18,2,19,2,20,19,21,5,22,17,23,0,24,19,25,1,26,17,27,13,28,27,29,0
9635,Jnk,2,0,3,2,4,0,5,0,6,5,7,3,8,1,9,7,10,3,11,3,12,7,13,7,14,0,15,5,16,14,17,2,18,12,19,6,20,8,21,2,22,21,23,11,24,3,25,6,26,18,27,4,28,5,29,19
9636,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,11,18,13,19,4,20,4,21,0,22,8,23,10,24,23,25,12,26,7,27,11,28,1,29,12
9637,Jnk,2,0,3,1,4,0,5,3,6,1,7,0,8,3,9,4,10,5,11,6,12,0,13,3,14,9,15,0,16,9,17,13,18,14,19,9,20,10,21,3,22,12,23,14,24,5,25,24,26,14,27,25,28,9,29,10
9638,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,1,13,12,14,1,15,4,16,5,17,16,18,2,19,12,20,19,21,14,22,17,23,0,24,19,25,1,26,14,27,11,28,1,29,0
9639,Jnk,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,9,12,1,13,11,14,1,15,7,16,2,17,3,18,16,19,13,20,0,21,15,22,11,23,1,24,9,25,20,26,12,27,0,28,20,29,3
9640,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
9641,Jnk,2,0,3,2,4,1,5,0,6,1,7,0,8,3,9,4,10,3,11,6,12,3,13,9,14,7,15,11,16,3,17,15,18,12,19,6,20,2,21,13,22,0,23,2,24,18,25,16,26,25,27,7,28,8,29,18
9642,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
9643,Jnk,2,0,3,1,4,0,5,3,6,4,7,0,8,0,9,4,10,5,11,4,12,0,13,3,14,9,15,0,16,12,17,13,18,14,19,9,20,10,21,3,22,12,23,14,24,5,25,13,26,23,27,19,28,21,29,13
9644,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,9,13,1,14,6,15,4,16,5,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,15,27,3,28,1,29,12
9645,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,9,13,11,14,1,15,4,16,5,17,0,18,16,19,4,20,4,21,0,22,8,23,1,24,23,25,12,26,12,27,0,28,20,29,12
9646,Jnk,2,0,3,2,4,0,5,0,6,5,7,3,8,3,9,0,10,6,11,1,12,5,13,1,14,13,15,12,16,5,17,2,18,17,19,2,20,17,21,5,22,1,23,9,24,1,25,15,26,2,27,23,28,27,29,26
9647,Jnk,2,0,3,2,4,2,5,1,6,1,7,6,8,2,9,2,10,3,11,0,12,3,13,2,14,7,15,11,16,7,17,4,18,12,19,8,20,5,21,17,22,0,23,2,24,18,25,9,26,3,27,24,28,4,29,2
9648,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,16,18,2,19,4,20,19,21,0,22,8,23,5,24,4,25,1,26,1,27,11,28,1,29,0
9649,Jnk,2,1,3,0,4,1,5,3,6,1,7,4,8,7,9,1,10,4,11,6,12,2,13,6,14,5,15,9,16,8,17,14,18,7,19,10,20,9,21,6,22,19,23,3,24,12,25,18,26,11,27,9,28,26,29,27
9650,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,3,28,23,29,3
9651,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,16,18,2,19,4,20,19,21,0,22,8,23,0,24,4,25,1,26,1,27,3,28,23,29,0
9652,Jnk,2,0,3,2,4,2,5,1,6,3,7,6,8,5,9,8,10,1,11,5,12,11,13,5,14,3,15,1,16,6,17,7,18,10,19,17,20,6,21,7,22,9,23,6,24,2,25,23,26,9,27,2,28,22,29,24
9653,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,3,28,23,29,12
9654,Jnk,2,1,3,1,4,1,5,3,6,1,7,0,8,7,9,1,10,8,11,6,12,0,13,3,14,9,15,0,16,1,17,13,18,14,19,9,20,10,21,3,22,18,23,14,24,5,25,8,26,19,27,1,28,21,29,13
9655,Jnk,2,1,3,0,4,1,5,2,6,2,7,1,8,4,9,5,10,2,11,8,12,10,13,4,14,2,15,13,16,4,17,1,18,5,19,1,20,15,21,20,22,16,23,15,24,7,25,0,26,22,27,18,28,3,29,1
9656,Jnk,2,0,3,1,4,3,5,4,6,1,7,5,8,0,9,6,10,5,11,9,12,8,13,8,14,8,15,7,16,13,17,3,18,3,19,13,20,11,21,4,22,11,23,8,24,9,25,7,26,16,27,17,28,19,29,20
9657,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,0,18,13,19,4,20,17,21,0,22,8,23,5,24,4,25,10,26,1,27,11,28,27,29,17
9658,Jnk,2,0,3,2,4,0,5,0,6,5,7,3,8,1,9,7,10,6,11,3,12,7,13,7,14,0,15,5,16,0,17,10,18,8,19,18,20,8,21,2,22,6,23,11,24,11,25,6,26,10,27,4,28,5,29,6
9659,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
9660,Jnk,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,5,11,9,12,1,13,3,14,1,15,7,16,2,17,3,18,16,19,13,20,0,21,15,22,11,23,1,24,9,25,20,26,12,27,0,28,20,29,12
9661,Jnk,2,0,3,2,4,0,5,0,6,1,7,0,8,3,9,4,10,6,11,7,12,5,13,11,14,13,15,12,16,9,17,12,18,17,19,11,20,17,21,5,22,1,23,9,24,22,25,15,26,2,27,23,28,2,29,19
9662,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,11,14,6,15,4,16,5,17,0,18,16,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,15,27,11,28,23,29,3
9663,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,5,13,1,14,6,15,4,16,5,17,11,18,2,19,4,20,17,21,0,22,8,23,5,24,4,25,10,26,1,27,11,28,27,29,0
9664,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,4,25,1,26,1,27,3,28,23,29,17
9665,Jnk,2,0,3,1,4,0,5,4,6,4,7,0,8,0,9,4,10,5,11,9,12,0,13,3,14,9,15,0,16,9,17,13,18,14,19,9,20,10,21,3,22,12,23,14,24,5,25,13,26,23,27,25,28,18,29,10
9666,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,9,13,11,14,1,15,4,16,5,17,11,18,11,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,15,27,11,28,1,29,12
9667,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,9,13,11,14,1,15,4,16,10,17,0,18,16,19,4,20,4,21,0,22,8,23,5,24,23,25,12,26,12,27,0,28,20,29,12
9668,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,3,28,23,29,17
9669,Jnk,2,0,3,2,4,2,5,1,6,3,7,6,8,5,9,8,10,1,11,5,12,11,13,5,14,3,15,1,16,6,17,7,18,10,19,17,20,6,21,7,22,9,23,6,24,2,25,23,26,9,27,2,28,22,29,24
9670,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,9,13,1,14,6,15,4,16,5,17,11,18,16,19,12,20,16,21,0,22,8,23,10,24,23,25,12,26,12,27,0,28,20,29,12
9671,Jnk,2,1,3,1,4,1,5,3,6,1,7,0,8,0,9,1,10,8,11,4,12,0,13,10,14,9,15,10,16,11,17,13,18,14,19,9,20,10,21,3,22,12,23,14,24,5,25,22,26,6,27,21,28,21,29,13
9672,Jnk,2,1,3,1,4,1,5,0,6,1,7,3,8,7,9,1,10,6,11,6,12,4,13,6,14,5,15,2,16,1,17,2,18,7,19,11,20,13,21,11,22,18,23,7,24,22,25,8,26,4,27,1,28,10,29,19
9673,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,11,18,16,19,4,20,4,21,0,22,8,23,1,24,23,25,12,26,15,27,11,28,20,29,12
9674,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,0,18,2,19,4,20,4,21,0,22,8,23,5,24,4,25,1,26,1,27,11,28,1,29,0
9675,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,9,13,11,14,1,15,4,16,5,17,12,18,11,19,4,20,16,21,0,22,20,23,4,24,22,25,11,26,0,27,15,28,1,29,7
9676,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,9,13,11,14,1,15,4,16,5,17,12,18,11,19,4,20,16,21,14,22,20,23,5,24,22,25,11,26,0,27,15,28,2,29,7
9677,Jnk,2,0,3,1,4,0,5,4,6,1,7,0,8,3,9,4,10,5,11,9,12,0,13,3,14,12,15,0,16,2,17,13,18,14,19,9,20,10,21,3,22,12,23,14,24,5,25,24,26,14,27,25,28,21,29,13
9678,Jnk,2,1,3,0,4,1,5,3,6,2,7,1,8,7,9,1,10,2,11,8,12,2,13,6,14,5,15,2,16,1,17,9,18,5,19,1,20,15,21,20,22,2,23,20,24,0,25,0,26,19,27,9,28,17,29,1
9679,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,15,27,11,28,23,29,3
9680,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,5,13,12,14,6,15,12,16,5,17,16,18,2,19,4,20,19,21,5,22,17,23,0,24,19,25,1,26,17,27,11,28,27,29,0
9681,Jnk,2,0,3,2,4,0,5,0,6,5,7,3,8,1,9,7,10,6,11,3,12,7,13,7,14,0,15,5,16,0,17,10,18,8,19,18,20,8,21,2,22,6,23,11,24,11,25,6,26,10,27,4,28,5,29,6
9682,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,3,28,23,29,17
9683,Jnk,2,0,3,2,4,0,5,4,6,4,7,0,8,3,9,4,10,5,11,7,12,0,13,3,14,12,15,0,16,9,17,11,18,14,19,9,20,16,21,3,22,12,23,12,24,20,25,11,26,14,27,25,28,18,29,10
9684,Jnk,2,1,3,0,4,1,5,2,6,2,7,1,8,4,9,5,10,2,11,8,12,2,13,4,14,2,15,9,16,4,17,1,18,5,19,1,20,15,21,20,22,2,23,15,24,7,25,0,26,22,27,18,28,3,29,1
9685,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,19,24,8,25,12,26,7,27,3,28,23,29,17
9686,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,3,28,23,29,17
9687,Jnk,2,0,3,2,4,2,5,1,6,3,7,6,8,2,9,2,10,3,11,0,12,3,13,2,14,7,15,11,16,7,17,4,18,0,19,8,20,5,21,9,22,14,23,2,24,13,25,9,26,3,27,24,28,4,29,22
9688,Jnk,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,11,14,1,15,0,16,5,17,12,18,11,19,12,20,16,21,14,22,20,23,10,24,23,25,11,26,0,27,15,28,12,29,12
9689,Jnk,2,0,3,1,4,0,5,4,6,4,7,0,8,3,9,4,10,5,11,9,12,1,13,12,14,12,15,0,16,2,17,16,18,2,19,9,20,19,21,14,22,17,23,0,24,19,25,1,26,17,27,13,28,9,29,0
9690,Jnk,2,1,3,0,4,1,5,2,6,2,7,1,8,4,9,5,10,2,11,8,12,2,13,4,14,2,15,13,16,4,17,1,18,5,19,1,20,15,21,6,22,2,23,15,24,7,25,0,26,22,27,18,28,3,29,1
9691,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
9692,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,5,13,1,14,6,15,4,16,5,17,16,18,2,19,4,20,19,21,5,22,8,23,5,24,4,25,1,26,1,27,11,28,27,29,0
9693,Jnk,2,0,3,2,4,2,5,1,6,0,7,6,8,2,9,2,10,3,11,0,12,3,13,2,14,7,15,11,16,7,17,4,18,12,19,8,20,5,21,17,22,0,23,2,24,18,25,9,26,3,27,24,28,4,29,2
9694,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,11,14,1,15,4,16,5,17,11,18,2,19,4,20,19,21,14,22,8,23,5,24,4,25,1,26,1,27,11,28,1,29,0
9695,Jnk,2,0,3,1,4,0,5,4,6,4,7,0,8,3,9,4,10,5,11,7,12,1,13,3,14,12,15,0,16,9,17,11,18,1,19,9,20,16,21,14,22,12,23,12,24,20,25,24,26,14,27,25,28,18,29,28
9696,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,10,17,0,18,16,19,4,20,4,21,0,22,8,23,1,24,8,25,12,26,12,27,0,28,20,29,3
9697,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
9698,Jnk,2,0,3,2,4,2,5,1,6,3,7,6,8,5,9,8,10,1,11,5,12,11,13,5,14,3,15,1,16,6,17,7,18,0,19,17,20,6,21,7,22,14,23,6,24,13,25,2,26,20,27,2,28,0,29,24
9699,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,3,28,23,29,17
9700,Jnk,2,0,3,1,4,0,5,3,6,4,7,0,8,0,9,4,10,5,11,9,12,1,13,12,14,12,15,7,16,2,17,3,18,1,19,9,20,0,21,15,22,12,23,12,24,9,25,20,26,12,27,25,28,9,29,28
9701,Jnk,2,1,3,0,4,1,5,2,6,2,7,1,8,4,9,5,10,2,11,8,12,10,13,4,14,2,15,13,16,4,17,1,18,9,19,15,20,3,21,8,22,16,23,16,24,7,25,19,26,22,27,18,28,3,29,9
9702,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
9703,Jnk,2,0,3,2,4,0,5,0,6,1,7,0,8,3,9,4,10,9,11,7,12,3,13,9,14,7,15,11,16,3,17,15,18,12,19,0,20,2,21,13,22,0,23,4,24,18,25,16,26,25,27,7,28,8,29,18
9704,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
9705,Jnk,2,1,3,1,4,1,5,3,6,4,7,0,8,0,9,3,10,5,11,4,12,0,13,0,14,9,15,0,16,12,17,13,18,14,19,9,20,10,21,3,22,12,23,14,24,5,25,13,26,23,27,1,28,21,29,13
9706,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,1,13,11,14,1,15,4,16,5,17,12,18,16,19,12,20,16,21,14,22,13,23,1,24,23,25,11,26,12,27,15,28,1,29,12
9707,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,9,12,1,13,11,14,1,15,4,16,2,17,11,18,16,19,12,20,16,21,15,22,13,23,1,24,23,25,20,26,12,27,0,28,20,29,12
9708,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,15,27,3,28,6,29,17
9709,Jnk,2,0,3,2,4,0,5,0,6,5,7,3,8,1,9,7,10,3,11,0,12,3,13,9,14,7,15,11,16,7,17,15,18,12,19,6,20,2,21,13,22,21,23,2,24,18,25,16,26,25,27,7,28,5,29,19
9710,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,11,18,2,19,4,20,19,21,0,22,8,23,5,24,4,25,1,26,1,27,11,28,1,29,0
9711,Jnk,2,1,3,0,4,1,5,0,6,5,7,3,8,7,9,1,10,6,11,6,12,2,13,6,14,5,15,2,16,1,17,9,18,7,19,11,20,7,21,11,22,18,23,7,24,0,25,8,26,19,27,23,28,17,29,19
9712,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,9,13,11,14,1,15,4,16,5,17,12,18,11,19,4,20,16,21,0,22,13,23,1,24,23,25,11,26,12,27,15,28,20,29,12
9713,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,11,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,15,27,3,28,6,29,12
9714,Jnk,2,0,3,2,4,0,5,0,6,5,7,3,8,2,9,2,10,3,11,0,12,3,13,2,14,7,15,11,16,14,17,15,18,12,19,6,20,2,21,17,22,0,23,2,24,18,25,16,26,25,27,7,28,4,29,2
9715,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,4,25,1,26,1,27,3,28,23,29,17
9716,Jnk,2,1,3,1,4,1,5,3,6,1,7,0,8,7,9,1,10,8,11,4,12,0,13,10,14,9,15,10,16,11,17,13,18,14,19,9,20,10,21,3,22,12,23,14,24,5,25,21,26,6,27,21,28,21,29,13
9717,Jnk,2,0,3,1,4,1,5,3,6,1,7,0,8,7,9,4,10,9,11,6,12,4,13,3,14,12,15,0,16,9,17,12,18,15,19,14,20,7,21,18,22,5,23,4,24,22,25,11,26,23,27,15,28,2,29,5
9718,Jnk,2,0,3,1,4,3,5,4,6,1,7,5,8,0,9,6,10,5,11,9,12,8,13,8,14,8,15,7,16,2,17,3,18,16,19,13,20,11,21,4,22,11,23,8,24,9,25,7,26,16,27,17,28,20,29,20
9719,Jnk,2,0,3,2,4,0,5,0,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,9,14,1,15,11,16,3,17,15,18,11,19,0,20,2,21,13,22,20,23,4,24,22,25,16,26,25,27,7,28,8,29,18
9720,Jnk,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,3,28,23,29,3
